type,small_bags,large_bags,xlarge_bags,total_bags
organic,415.87,4111.73,0,4527.6
conventional,35448.13,639.77,0,36087.9
organic,349.15,3.33,0,352.48
conventional,61020.31,62281.44,0,123301.75
organic,3344,0,0,3344
conventional,19365.92,17733.68,1550.73,38650.33
organic,320,586.28,0,906.28
conventional,8770.31,11105.78,0,19876.09
organic,256.67,0,0,256.67
conventional,30201.26,492.79,0,30694.05
organic,76.67,0,0,76.67
conventional,997845.83,92324.72,6467.24,1096637.79
organic,21632.95,165.39,0,21798.34
conventional,10619.03,19216.17,1006.92,30842.12
organic,0,507.55,0,507.55
conventional,25297.27,33209.91,0,58507.18
organic,1043.8,6.67,0,1050.47
conventional,377999.41,57793.89,2018.02,437811.32
organic,7305.22,7830.7,0,15135.92
conventional,22956.94,4797.18,98,27852.12
organic,620,621.01,0,1241.01
conventional,41822.8,3839.67,0,45662.47
organic,1916.88,0,0,1916.88
conventional,136643.23,27997.51,0,164640.74
organic,200.3,5843.81,0,6044.11
conventional,547611.8,40901.19,8.81,588521.8
organic,29475.97,17643.44,0,47119.41
conventional,38140.59,0,0,38140.59
organic,9184.42,3.33,0,9187.75
conventional,24098.62,18064.65,0,42163.27
organic,796.67,0,0,796.67
conventional,67405.8,7596.24,8.27,75010.31
organic,64.68,5233.46,0,5298.14
conventional,60255.64,2.74,0,60258.38
organic,260,0,0,260
conventional,8739.98,8854.32,0,17594.3
organic,555.08,186.8,0,741.88
conventional,243961.62,13539.44,1049.02,258550.08
organic,3518.24,1532.4,0,5050.64
conventional,363808.78,4531.76,883.83,369224.37
organic,7.43,3515.83,0,3523.26
conventional,45120.91,202.43,0,45323.34
organic,798.35,33.41,0,831.76
conventional,26727.63,6.09,0,26733.72
organic,1060,154.41,0,1214.41
conventional,22565.73,0,0,22565.73
organic,483.33,277.11,0,760.44
conventional,38638.58,0,5.76,38644.34
organic,762.78,13.33,0,776.11
conventional,114044.25,28225.13,0,142269.38
organic,541.37,3.33,0,544.7
conventional,55171.77,638.89,103.62,55914.28
organic,125.6,0,0,125.6
conventional,380298.38,0,165.19,380463.57
organic,11.87,4272.36,0,4284.23
conventional,40092.42,6203.8,20.68,46316.9
organic,1594.12,116.3,0,1710.42
conventional,496732.56,141970,336.81,639039.37
organic,25094.13,395.18,0,25489.31
conventional,275520.16,145934.58,27.12,421481.86
organic,8091.5,2286.84,0,10378.34
conventional,38946.79,513.71,0,39460.5
organic,0,123.08,0,123.08
conventional,53742.31,8069.77,0,61812.08
organic,24.55,103.38,0,127.93
conventional,15306.35,0,0,15306.35
organic,1738.06,10.91,0,1748.97
conventional,33251.65,18505.52,0,51757.17
organic,803.33,0,0,803.33
conventional,5005077.36,1233956.21,63229.39,6302262.96
organic,108684.49,98576.43,0,207260.92
conventional,1360760.83,582846.33,2224.99,1945832.15
organic,3623.32,64326.57,0,67949.89
conventional,68233.56,1604.79,0,69838.35
conventional,8042.21,103.14,0,8145.35
organic,806.82,0,0,806.82
conventional,38903.57,22628.21,13.53,61545.31
organic,208.32,231.37,0,439.69
conventional,149070.4,1895.88,0,150966.28
organic,2920.24,4084.6,0,7004.84
conventional,21842.87,4.44,20.96,21868.27
organic,1147.38,2139.36,0,3286.74
conventional,89523.38,199.58,0,89722.96
organic,7848.99,10.81,0,7859.8
conventional,56202.44,0,0,56202.44
organic,1502.72,2684.6,0,4187.32
conventional,1404012,180150.37,8275.96,1592438.33
organic,24359.79,14114.76,0,38474.55
conventional,35793.08,3238.51,0,39031.59
organic,473.33,44.96,0,518.29
conventional,76829.42,5693.75,65.29,82588.46
organic,73.33,0,0,73.33
conventional,15835.2,58783.54,846.12,75464.86
organic,440.58,1798.2,0,2238.78
conventional,14642.3,4307.42,1216.09,20165.81
organic,169.47,284.33,0,453.8
conventional,114978.22,7472.99,34.62,122485.83
organic,5798.32,0,0,5798.32
conventional,34244.4,260040.92,81.18,294366.5
organic,444.05,13263.02,0,13707.07
conventional,48318.35,2843.43,6342.66,57504.44
organic,196.67,1237.74,0,1434.41
conventional,38257.02,2231.37,500.67,40989.06
organic,176.66,0,0,176.66
conventional,409909.7,148004.93,16157.38,574072.01
organic,4150.64,7362.19,0,11512.83
conventional,51752.86,877.05,0,52629.91
organic,1597.46,2409.5,0,4006.96
conventional,46493.47,741.57,0,47235.04
organic,2284.18,0,0,2284.18
conventional,69011.01,48622.22,616.67,118249.9
organic,6636.26,7.95,0,6644.21
conventional,21259.82,15580.08,2215.72,39055.62
organic,184.16,682.34,0,866.5
conventional,11312.69,19064.31,13.01,30390.01
organic,293.33,0,0,293.33
conventional,33834.13,7809.39,0,41643.52
organic,408.49,100.65,0,509.14
conventional,962784.81,123270.26,7813.94,1093869.01
organic,21066.55,9165.69,0,30232.24
conventional,11718.37,13677.35,328.35,25724.07
organic,0,284.89,0,284.89
conventional,38463.54,54339.31,0,92802.85
organic,1345.68,0,0,1345.68
conventional,445274.87,57239.73,831.54,503346.14
organic,10126.62,7148.5,0,17275.12
conventional,23065.69,9806.94,134.55,33007.18
organic,696.67,702.92,0,1399.59
conventional,44564.8,8310.74,0,52875.54
organic,1104.46,0,0,1104.46
conventional,222446.62,39205.85,0,261652.47
organic,7553.74,2739.18,0,10292.92
conventional,706707.82,51734.84,3.51,758446.17
organic,37344.72,15419.19,0,52763.91
conventional,35319.62,0,0,35319.62
organic,7885.8,0,0,7885.8
conventional,31407.15,36585.51,0,67992.66
organic,598.42,0,0,598.42
conventional,87738.34,6908.05,3.24,94649.63
organic,1098.51,3425.26,0,4523.77
conventional,92028.11,18054.74,0,110082.85
organic,765.64,0,0,765.64
conventional,15525.47,8943.09,0,24468.56
organic,354.8,167.4,0,522.2
conventional,266174.79,28516.98,1223.26,295915.03
organic,4488.01,1999.68,0,6487.69
conventional,159009.01,109.68,186.14,159304.83
organic,21656.83,23626.47,0,45283.3
conventional,45573.83,355.83,0,45929.66
organic,570,47.35,0,617.35
conventional,34365.83,0,0,34365.83
organic,1213.84,62.09,0,1275.93
conventional,27030.08,2.97,0,27033.05
organic,467.11,168.01,0,635.12
conventional,43250.73,2.88,0,43253.61
organic,158.56,0,0,158.56
conventional,128053.44,43991.89,0,172045.33
organic,674.51,5472.72,0,6147.23
conventional,69022.62,781.91,103.31,69907.84
organic,181.58,0,0,181.58
conventional,173537.66,35.61,43.39,173616.66
organic,51.55,32901.72,0,32953.27
conventional,43815.6,9863.71,10.37,53689.68
organic,1601.85,92.04,0,1693.89
conventional,554563.94,115546.32,1203.17,671313.43
organic,31725.74,308.49,0,32034.23
conventional,326312.25,272310.91,111.54,598734.7
organic,8680.07,714.87,0,9394.94
conventional,22269.39,4.28,0,22273.67
organic,0,942.25,0,942.25
conventional,55878.32,20979.32,0,76857.64
organic,25.73,412.94,0,438.67
conventional,16455.23,0,0,16455.23
organic,1223.27,785.96,0,2009.23
conventional,42015.01,40338.72,0,82353.73
organic,872.04,0,0,872.04
conventional,4964462.13,1371440.28,28377.23,6364279.64
organic,149767.8,148734.45,0,298502.25
conventional,851506.76,517936.19,570.88,1370013.83
organic,28892.2,101666.78,0,130558.98
conventional,83053.1,10947.84,573.33,94574.27
organic,2598.45,36.73,0,2635.18
conventional,9408.07,97.49,0,9505.56
organic,960.65,0,0,960.65
conventional,46930.26,11867.61,0,58797.87
organic,36.66,10.82,0,47.48
conventional,141751.91,2486.16,0,144238.07
organic,1424.08,2246.37,0,3670.45
conventional,21900.35,11.43,24.12,21935.9
organic,689.27,698.94,0,1388.21
conventional,88768.47,133.33,0,88901.8
organic,7340.01,0,0,7340.01
conventional,51165.21,0,0,51165.21
organic,3672.26,1488.19,0,5160.45
conventional,1061703.58,136747.1,10714.52,1209165.2
organic,25535.8,13313.81,0,38849.61
conventional,33273.25,1781.51,0,35054.76
organic,546.67,0,0,546.67
conventional,76241.25,9592.65,8230,94063.9
organic,143.33,3.33,0,146.66
conventional,12118.45,39679.66,4447.65,56245.76
organic,173.03,187.15,0,360.18
conventional,11760.83,4248.29,4257.36,20266.48
organic,222.2,64.14,0,286.34
conventional,103511.91,10331.25,25724.53,139567.69
organic,4594.21,406.79,0,5001
conventional,34993.02,167806.94,0,202799.96
organic,276.67,14426.63,0,14703.3
conventional,40496.17,2931.68,8377.98,51805.83
organic,376.67,97.03,0,473.7
conventional,30547.62,2288.36,2324.75,35160.73
organic,160,0,0,160
conventional,358218.65,122999.48,60840.92,542059.05
organic,4761.67,5150.73,0,9912.4
conventional,53929.04,1229.55,0,55158.59
organic,1452.29,1029.67,0,2481.96
conventional,45981.69,977,0,46958.69
organic,1670.57,0,0,1670.57
conventional,72198.16,31520.66,30753.33,134472.15
organic,3278.23,1423.72,0,4701.95
conventional,18144.63,12133.67,5061.53,35339.83
organic,169.1,59.66,0,228.76
conventional,16151.43,9940.6,5.24,26097.27
organic,593.33,0,0,593.33
conventional,34992.96,19110.98,0,54103.94
organic,258.73,149.15,0,407.88
conventional,681332.22,94921.87,10409.7,786663.79
organic,22728.58,8801.38,0,31529.96
conventional,11290.59,9360.13,591.88,21242.6
organic,13.33,44.54,0,57.87
conventional,50138.45,29624.11,23.09,79785.65
organic,1527.12,0,0,1527.12
conventional,434534.42,38523.1,3737.71,476795.23
organic,9205.1,2762.75,0,11967.85
conventional,23562.1,4722.17,7.6,28291.87
organic,533.33,38.39,0,571.72
conventional,57100.55,5619.06,64.48,62784.09
organic,1351.82,0,0,1351.82
conventional,212615.2,44523.92,0,257139.12
organic,7057.1,1041.63,0,8098.73
conventional,709816.2,60823.26,1300,771939.46
organic,40812.08,6788.35,0,47600.43
conventional,45911.51,0,0,45911.51
organic,9103.39,0,0,9103.39
conventional,36258.03,16747.55,0,53005.58
organic,610.36,0,0,610.36
conventional,88587.5,9715.02,0,98302.52
organic,1195.09,1610.45,0,2805.54
conventional,72169.92,25305.41,0,97475.33
organic,679.05,21.68,0,700.73
conventional,17094.03,8749.15,223.33,26066.51
organic,287.87,125.62,0,413.49
conventional,255725.09,16936.24,1247.26,273908.59
organic,4937.52,4857.91,0,9795.43
conventional,185479.46,29.77,140.22,185649.45
organic,5902.85,9672.34,0,15575.19
conventional,46617.48,253.47,0,46870.95
organic,1350,0,0,1350
conventional,33982.55,5.25,7.88,33995.68
organic,1265.11,3.94,0,1269.05
conventional,27888.28,8.89,773.33,28670.5
organic,495.93,17.78,0,513.71
conventional,45138.23,8.66,5.78,45152.67
organic,77.97,0,0,77.97
conventional,111019.22,34540.33,0,145559.55
organic,592.32,4986.65,0,5578.97
conventional,65038.1,766.09,59.32,65863.51
organic,140.51,0,0,140.51
conventional,170458.45,11.87,155.26,170625.58
organic,51.94,8823.42,0,8875.36
conventional,44628.73,4851.44,7.81,49487.98
organic,1033.02,10.41,0,1043.43
conventional,555356.92,95639.5,108072.79,759069.21
organic,24355.9,3673.54,0,28029.44
conventional,399343.68,135633.67,72.3,535049.65
organic,7873.16,102.22,0,7975.38
conventional,24499.24,0,0,24499.24
organic,0,621.16,0,621.16
conventional,59160.36,12026.12,0,71186.48
organic,47.86,3079.21,0,3127.07
conventional,16474.25,0,0,16474.25
organic,2119.22,299.58,0,2418.8
conventional,50715.84,18013.56,0,68729.4
organic,853.33,0,0,853.33
conventional,4618389.66,1025048.77,199305.12,5842743.55
organic,130418.73,92567.97,0,222986.7
conventional,843691.13,417746.45,13319.61,1274757.19
organic,12937.47,55918.65,0,68856.12
conventional,90392.86,23535.8,25716.67,139645.33
organic,2213.72,109.92,0,2323.64
conventional,8603.62,93.25,0,8696.87
organic,892.8,0,0,892.8
conventional,48605.95,17748.36,0,66354.31
organic,103.33,72.86,0,176.19
conventional,142543.88,2367.22,0,144911.1
organic,2247.43,6008.95,0,8256.38
conventional,23520.19,5.69,35.22,23561.1
organic,1008.2,740.04,0,1748.24
conventional,85913.6,99.26,0,86012.86
organic,7149.89,10.73,0,7160.62
conventional,55236.68,0,0,55236.68
organic,2751.87,2124.91,0,4876.78
conventional,1090140.07,110737.35,11829.59,1212707.01
organic,29507.45,3868.53,0,33375.98
conventional,35130.42,2499.62,0,37630.04
organic,460,0,0,460
conventional,83066.75,1617.67,10056.67,94741.09
organic,610,0,0,610
conventional,14050.64,30968.06,5350.6,50369.3
organic,266.67,652.47,0,919.14
conventional,15032.43,3874.64,4164.71,23071.78
organic,189.66,710.12,0,899.78
conventional,136560.04,12277.7,15657.53,164495.27
organic,3584.44,933.13,0,4517.57
conventional,38620.02,227884.21,85.85,266590.08
organic,330.31,11232.65,0,11562.96
conventional,48936.21,762.35,12368.92,62067.48
organic,366.67,1820.88,0,2187.55
conventional,30738.09,2919.24,4199.31,37856.64
organic,246.67,0,0,246.67
conventional,400003.8,98401.09,79085.61,577490.5
organic,6579.3,10183.14,0,16762.44
conventional,51396.6,776.06,0,52172.66
organic,959.63,4587.11,0,5546.74
conventional,43577.26,944.14,0,44521.4
organic,1619.34,78.75,0,1698.09
conventional,73711.94,36493.62,30373.33,140578.89
organic,4815.51,927.47,0,5742.98
conventional,20644.64,11524.06,5688.98,37857.68
organic,394.95,71.77,0,466.72
conventional,15300.85,18008.04,0,33308.89
organic,526.67,0,0,526.67
conventional,34675.97,23936.13,0,58612.1
organic,701.41,314.09,0,1015.5
conventional,722787.61,74359.03,11407.39,808554.03
organic,25485.27,2784.18,0,28269.45
conventional,11289.8,7288.66,734.63,19313.09
organic,60,102.59,0,162.59
conventional,53606.13,58798.6,0,112404.73
organic,1016.67,0,0,1016.67
conventional,464119.16,35717.26,3374.92,503211.34
organic,11522.75,10483.56,0,22006.31
conventional,23563.06,7140.43,3.33,30706.82
organic,840,269.94,0,1109.94
conventional,53908.72,9224.82,19.5,63153.04
organic,1826.72,0,0,1826.72
conventional,208470.99,34191.25,4.44,242666.68
organic,5757.79,6189.76,0,11947.55
conventional,690116.94,46305.06,1003.66,737425.66
organic,34774.94,21723.63,0,56498.57
conventional,39602.96,0,0,39602.96
organic,7953.81,0,0,7953.81
conventional,40641.55,33139.76,0,73781.31
organic,1119.57,323.85,0,1443.42
conventional,82776.35,6513.36,3.18,89292.89
organic,560.04,5511.17,0,6071.21
conventional,70749.02,30142.78,0,100891.8
organic,1324.33,153.5,0,1477.83
conventional,17512.17,7392.15,156.67,25060.99
organic,450.74,69.5,0,520.24
conventional,279127.08,24838.63,1328.45,305294.16
organic,5921.08,7770.73,0,13691.81
conventional,181763.3,44.65,249.1,182057.05
organic,6705.83,8303.19,0,15009.02
conventional,52596.72,502.87,0,53099.59
organic,1116.34,158.99,0,1275.33
conventional,40770.1,3.44,5.25,40778.79
organic,1292.73,620.25,0,1912.98
conventional,32877.16,0,619.24,33496.4
organic,690,1118.4,0,1808.4
conventional,42084.71,5.78,0,42090.49
organic,80.97,0,0,80.97
conventional,116383.07,31621.75,0,148004.82
organic,472.88,1215.58,0,1688.46
conventional,59094.49,582.9,21.81,59699.2
organic,252.35,0,0,252.35
conventional,162930.64,26.71,325.48,163282.83
organic,80.12,7580.46,0,7660.58
conventional,48181.83,9060.09,7.83,57249.75
organic,1516.55,30.03,0,1546.58
conventional,663310,105317.59,84028.58,852656.17
organic,26668.65,3927.44,0,30596.09
conventional,425319.18,264039.61,27.11,689385.9
organic,9824.23,912.91,0,10737.14
conventional,21900.09,0,139.72,22039.81
organic,12.85,462.8,0,475.65
conventional,58430.48,17978.39,0,76408.87
organic,214.52,5341.14,0,5555.66
conventional,17940.65,0,0,17940.65
organic,1336.27,242.7,0,1578.97
conventional,55850.56,38301.93,0,94152.49
organic,1216.67,52.88,0,1269.55
conventional,4850404.09,1252626.31,185822.04,6288852.44
organic,142262.93,105780.08,0,248043.01
conventional,838267.79,567269.76,5144.13,1410681.68
organic,17464.54,46910.16,0,64374.7
conventional,123158.22,33065.33,11190,167413.55
organic,2855.55,177.55,0,3033.1
conventional,8056.43,173.76,0,8230.19
organic,950.6,0,0,950.6
conventional,43674.84,21906.93,10.8,65592.57
organic,1037.38,793.7,0,1831.08
conventional,149408.43,2294.86,0,151703.29
organic,1212.32,7221.39,0,8433.71
conventional,46476.08,17,36.67,46529.75
organic,250,542.02,0,792.02
conventional,91579.91,269.23,0,91849.14
organic,6612.52,0,0,6612.52
conventional,71824.36,0,0,71824.36
organic,2335.92,3240.28,0,5576.2
conventional,1950428.5,340852.13,10604.73,2301885.36
organic,30530.14,6914.78,0,37444.92
conventional,38144.36,3529.21,0,41673.57
organic,821.36,29.13,0,850.49
conventional,80769.55,21615.36,11540,113924.91
organic,113.33,0,0,113.33
conventional,12613.38,29550.02,9387.59,51550.99
organic,363.09,2242.05,0,2605.14
conventional,18463.39,6208.46,8519.43,33191.28
organic,229.79,413.43,0,643.22
conventional,144358.85,3764.81,357.51,148481.17
organic,5384.85,192.64,0,5577.49
conventional,33033.97,611655.03,12.25,644701.25
organic,368.17,18850.23,0,19218.4
conventional,51669.47,2096.24,35462.53,89228.24
organic,196.67,989.21,0,1185.88
conventional,42961.74,2684.87,5372.83,51019.44
organic,126.67,0,0,126.67
conventional,438279.98,147920.69,130892.8,717093.47
organic,5929.53,12506.07,0,18435.6
conventional,57475.61,691.83,0,58167.44
organic,641.68,6410.81,0,7052.49
conventional,41477.93,1096.75,0,42574.68
organic,624.6,483.35,0,1107.95
conventional,87330.27,49677.83,326.67,137334.77
organic,5288.48,67.74,0,5356.22
conventional,15993.65,19313.43,7575.88,42882.96
organic,304.07,336.55,0,640.62
conventional,20713.33,15387.64,0,36100.97
organic,860,0,0,860
conventional,36619.05,38993.67,0,75612.72
organic,2435.48,22.64,0,2458.12
conventional,1415836.57,226121.9,10317.41,1652275.88
organic,26300.54,4505.72,0,30806.26
conventional,11090.3,20808.69,1620.8,33519.79
organic,6.67,172.5,0,179.17
conventional,64404.45,43746.57,0,108151.02
organic,4887.58,3045.4,0,7932.98
conventional,504610.53,64629.99,6743.15,575983.67
organic,12080.23,16026.12,0,28106.35
conventional,26143.71,9037.17,0,35180.88
organic,1508.21,814.55,0,2322.76
conventional,65954.52,7775.34,0,73729.86
organic,2147.91,0,0,2147.91
conventional,205535.79,37308.73,8.83,242853.35
organic,869.14,13016.45,0,13885.59
conventional,731458.46,52073.39,1843.64,785375.49
organic,27554.77,34616.99,0,62171.76
conventional,39852.1,0,0,39852.1
organic,8674.75,0,0,8674.75
conventional,46089.44,28739.68,0,74829.12
organic,1436.67,2142.97,0,3579.64
conventional,89684.36,7254.5,0,96938.86
organic,169.85,7011.02,0,7180.87
conventional,79896.67,48699.99,0,128596.66
organic,2618.9,105.03,0,2723.93
conventional,16737.31,9620.5,220,26577.81
organic,461.92,145,0,606.92
conventional,291734.88,19418.04,1307.57,312460.49
organic,7903.68,10258.46,0,18162.14
conventional,402710.31,11447.53,970.54,415128.38
organic,133.87,16021.57,0,16155.44
conventional,56645.93,667.03,0,57312.96
organic,1386.15,363.61,0,1749.76
conventional,45411.45,264.86,0,45676.31
organic,1223.21,1118.43,0,2341.64
conventional,37521.6,31,1133.33,38685.93
organic,476.28,2162.82,0,2639.1
conventional,53729.83,0,0,53729.83
organic,231.69,0,0,231.69
conventional,138815.05,97480.43,0,236295.48
organic,614.85,2453.08,0,3067.93
conventional,88155.48,372.23,0,88527.71
organic,382.86,108.94,0,491.8
conventional,327227.91,419.77,911.66,328559.34
organic,14.83,11529.72,0,11544.55
conventional,39155.81,9074.9,0,48230.71
organic,2435.41,120.61,0,2556.02
conventional,682311.74,109448.15,3804.23,795564.12
organic,32138.91,1002.9,0,33141.81
conventional,482358.65,232943.41,12.04,715314.1
organic,19654.52,19141.58,0,38796.1
conventional,43671.02,1485.68,138.07,45294.77
organic,0,946.2,0,946.2
conventional,67243.27,11814.57,22.04,79079.88
organic,83.92,7701.02,0,7784.94
conventional,20919.65,0,0,20919.65
organic,845.74,702.09,0,1547.83
conventional,69223.85,33336.99,0,102560.84
organic,1630,5711.32,0,7341.32
conventional,6464895.83,2287449.76,159083.8,8911429.39
organic,150967.35,174003.17,0,324970.52
conventional,1383713.06,1320163.95,3875.64,2707752.65
organic,15175.56,73536.25,0,88711.81
conventional,94218.83,32476.58,2233.33,128928.74
organic,4651.16,395.98,0,5047.14
conventional,11293.65,173.88,0,11467.53
organic,1311.69,0,0,1311.69
conventional,54693.05,58630.44,0,113323.49
organic,392.02,977.34,0,1369.36
conventional,180460.98,2398.44,0,182859.42
organic,915.73,11731.76,0,12647.49
conventional,40584.43,16.94,65.13,40666.5
organic,211.8,1440.31,0,1652.11
conventional,127177.65,182.26,0,127359.91
organic,6918.32,0,0,6918.32
conventional,80759.05,0,0,80759.05
organic,3058.58,1155.1,0,4213.68
conventional,1793640.16,321613.97,16499.43,2131753.56
organic,45417.9,15259.44,0,60677.34
conventional,42015.27,8518.03,0,50533.3
organic,1425.34,26.71,0,1452.05
conventional,82670.76,39333.27,376.67,122380.7
organic,333.33,0,0,333.33
conventional,17942.34,37684.81,1590.02,57217.17
organic,624.9,3286.08,0,3910.98
conventional,21493.26,6988.68,1260.37,29742.31
organic,456.52,678.54,0,1135.06
conventional,127168.82,10290.52,19.81,137479.15
organic,5843.94,57.64,0,5901.58
conventional,44731.85,499568.11,0,544299.96
organic,980.62,47341.32,0,48321.94
conventional,57082.27,2453.77,9915.15,69451.19
organic,615.29,1362.99,0,1978.28
conventional,38446.6,3621.68,447.23,42515.51
organic,366.67,7.71,0,374.38
conventional,488806.3,185907.38,25383.34,700097.02
organic,9843.3,10430.58,0,20273.88
conventional,77645.09,1205.27,0,78850.36
organic,690.25,6938.21,0,7628.46
conventional,64792.83,1911.69,0,66704.52
organic,504.66,554.81,0,1059.47
conventional,78471.38,58067.35,1156.67,137695.4
organic,5837.12,7.32,0,5844.44
conventional,25431.42,20246.87,3397.73,49076.02
organic,646.67,442.5,0,1089.17
conventional,20677.59,27648.43,0,48326.02
organic,903.33,0,0,903.33
conventional,40601.67,32973.41,0,73575.08
organic,2984.97,6.46,0,2991.43
conventional,1228427.24,194492.68,16084.46,1439004.38
organic,41151.84,10218.64,0,51370.48
conventional,14248.08,17270.79,488.76,32007.63
organic,0,376.72,0,376.72
conventional,58416.81,68080.25,0,126497.06
organic,1341.37,1222.81,0,2564.18
conventional,601246.48,85472.6,1413.99,688133.07
organic,12285.03,24394.8,0,36679.83
conventional,31952.8,20246.89,0,52199.69
organic,594.98,909.24,0,1504.22
conventional,67742.84,12063.24,0,79806.08
organic,2360.76,0,0,2360.76
conventional,278109.41,56109.94,0,334219.35
organic,401.91,16870.22,0,17272.13
conventional,976499.36,85149.37,103.33,1061752.06
organic,31297.1,39753.28,0,71050.38
conventional,59836.86,3.57,0,59840.43
organic,10259.79,3.33,0,10263.12
conventional,49854.64,52384.64,0,102239.28
organic,1363.33,16.99,0,1380.32
conventional,115949.34,11192.5,0,127141.84
organic,114,9995.97,0,10109.97
conventional,91807.54,50703.6,0,142511.14
organic,4178.82,97.08,0,4275.9
conventional,23259.21,15711.89,16.67,38987.77
organic,815.85,104.24,0,920.09
conventional,310260.35,59405.46,3532.62,373198.43
organic,11957.58,5867.8,0,17825.38
conventional,363944.46,4247.82,543.52,368735.8
organic,22.3,16869.55,0,16891.85
conventional,64396.12,1479.19,0,65875.31
organic,2217.35,560.05,0,2777.4
conventional,55900,6.57,0,55906.57
organic,1466.98,1774,0,3240.98
conventional,44595.26,17.71,70,44682.97
organic,801.81,2489.37,0,3291.18
conventional,66489.91,11.6,0,66501.51
organic,298.6,0,0,298.6
conventional,144796.06,103723.44,0,248519.5
organic,515.58,5238.74,0,5754.32
conventional,92023.17,601.31,0,92624.48
organic,233.19,83.95,0,317.14
conventional,374204.91,173.51,355.73,374734.15
organic,48.94,19940.82,0,19989.76
conventional,42725.71,22176.47,0,64902.18
organic,2748.16,212.21,0,2960.37
conventional,656702.11,140938.24,2424.94,800065.29
organic,36780.47,536.17,0,37316.64
conventional,489927.14,530648.6,0,1020575.74
organic,14426.01,3441.28,0,17867.29
conventional,49569.33,51.35,148.98,49769.66
organic,0,2044.41,0,2044.41
conventional,89122.24,23596.15,28.62,112747.01
organic,926.19,3232.56,0,4158.75
conventional,25129.2,0,0,25129.2
organic,1240.35,329.58,0,1569.93
conventional,70164.37,110156.19,0,180320.56
organic,1770,154.41,0,1924.41
conventional,6735384.32,2528089.14,50874.09,9314347.55
organic,183115.43,235325.55,0,418440.98
conventional,1418302.47,1118953.54,1516.44,2538772.45
organic,21108.02,135642.23,0,156750.25
conventional,82660.45,40944.32,1333.33,124938.1
organic,6780.56,182.04,0,6962.6
conventional,17980.53,124.68,0,18105.21
organic,992.14,7.79,0,999.93
conventional,56526.21,33270.84,0,89797.05
organic,203.33,272.76,0,476.09
conventional,213938.82,2591.72,0,216530.54
organic,910.27,5218.92,0,6129.19
conventional,40337.59,951.46,7.92,41296.97
organic,153.33,955.69,0,1109.02
conventional,141307.39,243.8,0,141551.19
organic,8569.72,0,0,8569.72
conventional,80938.49,0,0,80938.49
organic,3138.88,313.97,0,3452.85
conventional,1579233.6,162289.68,18330.9,1759854.18
organic,22825.96,20235.73,0,43061.69
conventional,37725.6,5767.43,0,43493.03
organic,276.67,3.33,0,280
conventional,87560.47,15802.25,16.67,103379.39
organic,160,0,0,160
conventional,20728.35,53232.61,1613.41,75574.37
organic,400,1385.48,0,1785.48
conventional,23123.14,6492.6,1482.44,31098.18
organic,223.04,412.1,0,635.14
conventional,99602.79,15226.79,45.39,114874.97
organic,6016.61,25.55,0,6042.16
conventional,43026.58,649528.28,0,692554.86
organic,1737.61,10576.1,0,12313.71
conventional,70769.35,4505.37,10270.89,85545.61
organic,455.94,1195.83,0,1651.77
conventional,52363.98,2469.87,1300.43,56134.28
organic,326.67,6.16,0,332.83
conventional,554459.07,167786.33,26026.74,748272.14
organic,8031.93,10600.79,0,18632.72
conventional,85284,1204.92,0,86488.92
organic,979,3217.28,0,4196.28
conventional,81352.4,1079.43,0,82431.83
organic,376.53,21.07,0,397.6
conventional,82818.41,50110.59,4376.67,137305.67
organic,4808.45,0,0,4808.45
conventional,26459.05,19618.46,2046.21,48123.72
organic,283.33,321.24,0,604.57
conventional,21732.66,12888.28,0,34620.94
organic,660,0,0,660
conventional,42600.76,27584.48,0,70185.24
organic,2611.22,19.34,0,2630.56
conventional,1079975.41,111405.86,17747.26,1209128.53
organic,19708.1,16565.01,0,36273.11
conventional,14859.65,14857.11,815.07,30531.83
organic,0,135.59,0,135.59
conventional,61025.39,30401.2,0,91426.59
organic,1613.05,5.74,0,1618.79
conventional,613646.83,70548.01,1390.46,685585.3
organic,10016.96,10568.83,0,20585.79
conventional,32109.79,13707.35,0,45817.14
organic,1190,527.03,0,1717.03
conventional,77817.46,8819.16,0,86636.62
organic,2491.74,0,0,2491.74
conventional,349479.81,44375.33,0,393855.14
organic,1491.62,3889.08,0,5380.7
conventional,1153104.63,67661.22,0,1220765.85
organic,33936.45,15221.72,0,49158.17
conventional,92437.73,0,0,92437.73
organic,10204.88,0,0,10204.88
conventional,50177.98,20509.36,14.2,70701.54
organic,966.67,3.33,0,970
conventional,124208.71,10314.33,0,134523.04
organic,565.36,4980.64,0,5546
conventional,96088.29,49193.6,0,145281.89
organic,2242.02,62.4,0,2304.42
conventional,23178.32,12421.52,0,35599.84
organic,559.94,164,0,723.94
conventional,301751.78,28186.72,4914.77,334853.27
organic,10322.62,9061.31,0,19383.93
conventional,366756.26,6677.6,152.5,373586.36
organic,27.85,16654.11,0,16681.96
conventional,56176.96,601.34,0,56778.3
organic,1260.66,204.12,0,1464.78
conventional,46788.54,0,0,46788.54
organic,1033.7,542.44,0,1576.14
conventional,40764.59,0,73.33,40837.92
organic,622.12,1163.88,0,1786
conventional,60045.08,0,2.9,60047.98
organic,133.49,0,0,133.49
conventional,141951.66,45611.15,0,187562.81
organic,710.23,3649.47,0,4359.7
conventional,79192.95,508.86,6.21,79708.02
organic,105.62,18.64,0,124.26
