date ,average_price,total_volume,PLU 4046,PLU 4225,PLU 4770,total_bags,small_bags,large_bags,xlarge_bags,type,year
4/22/2018,$5.75,58.27,31.19,53.61,38.16,52.58,46,69,36,F,1994
6/16/2019,$3.27,97.75,57.08,40.73,33.1,64.5,96,88,30,M,2012
3/22/2015,$8.01,10.57,21.56,11.75,59.33,43.9,24,67,36,M,2001
1/24/2019,$6.73,21.2,96.04,62.87,24.77,16.23,41,86,71,F,2005
9/20/2016,$0.86,82.16,26.11,65.43,56.19,37.55,22,1,67,F,1990
5/1/2017,$4.93,89.44,41.62,30.3,47.53,89.09,8,16,67,F,1989
6/6/2015,$1.40,21.16,34.19,98.34,3.85,97.47,98,78,27,F,1993
1/29/2017,$4.47,66.2,9.74,68.13,3.71,12.2,74,81,28,M,2005
8/4/2019,$3.04,74.47,45.28,25.91,95.86,99.33,91,53,90,M,2003
2/2/2018,$3.21,55.39,5.54,74.77,80.52,72.62,22,31,98,M,2010
7/16/2019,$7.69,46.57,32.15,58.66,1.06,43.22,85,45,20,M,2007
1/3/2018,$1.47,28.41,72.56,25.25,93.85,11.9,8,80,19,M,1997
7/3/2017,$5.49,25.38,34.47,71.33,16.35,35.48,56,45,74,M,1992
4/15/2017,$7.03,69.64,44.4,68.77,87.32,26.81,48,77,66,M,2006
8/24/2018,$5.22,73.32,67.55,10.94,92.08,20.04,76,26,49,F,1999
8/17/2017,$0.24,85.46,69.07,81.49,53.81,37.04,45,92,35,F,1996
6/3/2019,$0.34,49.86,47.98,65.7,40.42,63.64,4,55,86,F,2003
8/16/2018,$9.87,72.78,77.65,89.45,32.52,58.23,16,17,45,M,1999
4/20/2019,$7.22,42.53,65.92,33.71,91.04,2.12,97,77,17,M,2011
2/13/2019,$9.21,99.78,88.92,41.33,81.01,39.12,22,72,71,F,2003
1/18/2020,$1.00,76.87,70.87,59.31,11.44,86.91,24,20,61,F,2002
5/24/2016,$0.45,7.1,74.05,20.49,93.41,30.17,49,45,32,M,1992
4/24/2020,$1.29,83.77,7.4,43.72,78.73,24.07,48,36,8,F,1990
12/3/2018,$9.55,36.65,34.31,32.53,35.19,76.19,44,14,63,F,2009
11/11/2016,$0.37,44.18,69.38,46.6,15.56,26.9,55,28,25,M,2007
6/6/2017,$5.17,32.63,13.63,72.18,74.42,67.36,35,60,86,M,1994
9/20/2019,$2.82,64.28,56.98,89.76,14.38,94.0,32,1,81,F,2010
4/28/2020,$8.31,83.18,58.78,88.62,20.78,13.03,61,89,2,F,1997
9/25/2016,$8.93,23.7,85.87,9.55,72.0,63.29,38,52,56,M,2001
6/22/2018,$2.59,24.75,87.72,56.83,58.33,14.08,91,32,7,F,2006
2/10/2016,$9.09,62.39,99.78,41.3,33.27,81.67,48,18,100,M,1999
8/23/2016,$6.58,62.89,40.08,98.37,61.73,96.31,95,82,80,F,2005
12/10/2017,$2.05,48.73,24.26,84.02,24.61,24.05,53,21,68,F,2006
3/2/2015,$5.47,10.78,92.76,62.26,71.43,18.07,28,64,24,F,1995
7/4/2018,$8.66,2.44,41.18,28.93,45.31,27.93,9,35,45,F,2006
9/29/2019,$1.65,22.06,29.74,41.44,31.48,26.75,34,18,9,F,2007
2/14/2015,$5.05,29.78,27.44,78.91,46.74,11.35,44,94,5,M,1999
4/24/2020,$8.67,5.86,72.87,7.34,46.46,89.78,97,88,20,M,1985
4/24/2015,$4.23,53.69,80.12,64.26,33.39,30.98,78,45,30,M,2006
8/3/2017,$0.95,94.34,13.73,25.97,65.0,35.3,91,12,91,M,2000
5/25/2015,$0.61,97.81,98.24,36.08,35.24,21.69,71,1,27,F,2007
3/16/2017,$0.13,57.34,52.73,86.97,75.28,10.45,25,50,39,F,2000
11/14/2017,$1.68,62.17,68.83,68.73,64.7,70.07,40,3,89,M,1999
9/27/2015,$0.78,58.29,29.86,64.81,21.69,62.57,70,80,100,M,2005
3/22/2017,$6.73,29.65,1.46,12.82,64.97,96.91,53,93,19,F,2002
2/12/2015,$0.49,21.59,91.96,5.85,84.75,92.58,55,27,95,M,1989
10/13/2016,$4.16,78.82,42.01,96.87,80.16,18.89,18,75,17,M,1987
4/5/2015,$6.86,47.75,17.55,48.81,9.14,99.03,44,49,87,F,1999
4/26/2019,$6.70,19.64,37.87,37.43,53.95,1.04,100,24,44,M,2009
1/25/2020,$1.06,15.38,17.13,75.19,62.69,38.12,75,22,48,F,2000
3/27/2020,$2.79,7.69,55.04,95.43,58.11,10.38,6,10,66,F,2012
4/16/2015,$6.32,53.31,22.8,80.11,3.5,12.71,7,45,43,M,1991
11/19/2019,$3.02,7.0,7.22,31.8,44.32,48.71,37,63,70,M,2011
4/26/2018,$7.28,50.05,96.48,4.37,35.24,4.79,11,52,61,F,2002
10/4/2016,$8.30,54.4,68.69,48.41,67.52,51.94,48,40,33,F,1995
11/18/2017,$7.70,18.2,73.04,68.99,95.15,8.63,10,16,47,M,2010
10/10/2016,$2.33,79.81,7.83,80.77,29.87,67.82,90,11,53,F,2012
12/8/2016,$9.56,42.03,42.51,32.53,75.53,53.04,12,32,65,F,1989
8/22/2016,$4.44,49.37,3.2,72.64,73.77,70.53,69,80,25,F,2013
6/23/2018,$4.17,66.14,39.79,37.88,63.36,1.86,62,73,49,F,1992
11/12/2015,$2.92,37.69,88.42,79.83,63.25,25.41,81,16,37,F,2012
11/19/2018,$5.33,72.83,79.15,65.12,92.58,60.0,86,85,35,F,2009
10/6/2019,$6.96,91.38,16.32,79.89,29.58,26.97,62,70,35,F,1986
11/17/2015,$7.18,36.73,19.53,3.03,54.69,73.05,30,77,66,M,2007
12/19/2018,$0.15,53.62,60.88,47.8,22.72,65.22,46,30,8,F,1995
11/25/2017,$9.08,25.55,54.91,79.7,42.6,70.07,49,85,20,M,1992
4/29/2019,$5.30,50.14,17.08,8.59,7.79,1.37,45,65,90,F,2009
5/15/2020,$7.57,52.61,7.17,78.55,70.33,10.75,33,58,8,F,2007
1/9/2017,$6.35,83.06,81.86,1.49,79.62,67.84,94,63,86,M,2012
9/16/2019,$5.32,55.62,14.49,30.05,18.03,51.37,11,4,20,M,1994
4/17/2015,$3.10,64.2,48.46,65.79,82.19,26.32,36,40,39,M,2001
8/23/2018,$1.69,86.62,93.84,16.1,73.22,60.66,68,71,71,M,2007
2/26/2015,$2.49,3.98,8.29,9.1,20.93,7.47,17,100,5,F,2009
7/28/2018,$4.71,11.86,76.24,96.52,15.85,17.41,19,69,72,M,2010
10/3/2016,$7.49,41.63,74.04,50.33,6.98,34.33,10,20,27,F,2006
4/1/2019,$6.30,91.03,17.34,98.25,79.19,62.1,94,28,82,M,1979
1/30/2016,$4.98,84.23,2.08,95.55,34.81,45.34,91,24,57,M,2005
5/18/2015,$0.96,7.39,35.52,74.09,49.91,10.81,26,29,7,F,2012
12/18/2016,$7.00,14.41,18.19,58.11,87.44,94.65,54,27,73,M,2004
9/17/2016,$0.51,65.04,38.43,10.58,12.13,97.99,91,30,2,M,1985
4/25/2015,$8.59,34.06,25.19,75.56,46.18,74.44,63,6,23,F,1984
4/8/2015,$4.23,1.76,35.14,72.43,95.7,65.42,99,97,83,M,2006
7/13/2015,$0.05,49.98,68.03,70.7,59.08,86.23,33,42,62,M,2011
10/1/2015,$1.10,32.65,56.84,40.03,28.12,94.3,91,11,30,F,2006
12/9/2016,$7.83,65.19,79.76,62.15,55.47,60.69,59,20,66,M,1992
8/5/2015,$1.46,74.07,12.74,29.83,54.43,88.36,13,90,70,M,2001
5/26/2016,$7.29,64.96,9.6,45.26,50.3,47.29,59,45,7,F,2012
12/5/2015,$4.84,12.15,42.65,44.12,85.59,60.71,57,89,9,F,1999
1/8/2020,$6.97,6.85,39.45,52.19,89.02,70.43,32,15,43,F,2008
2/14/2020,$6.18,74.82,36.51,29.1,50.71,69.72,63,69,4,M,2001
10/17/2018,$2.65,14.86,29.91,11.24,70.49,2.89,37,61,34,M,1994
11/11/2015,$3.63,84.89,29.71,62.15,38.21,18.19,97,11,2,F,2004
4/11/2019,$5.19,21.64,64.73,76.54,86.49,1.54,10,79,13,F,1984
12/29/2018,$5.68,2.78,68.12,49.73,15.23,84.12,22,47,61,M,2010
7/14/2018,$8.75,26.27,80.58,15.66,4.7,45.61,87,72,71,M,1997
9/15/2019,$1.01,47.28,41.38,41.4,5.76,38.72,54,64,30,M,2002
10/12/2018,$8.07,26.49,73.5,63.09,64.55,51.25,100,52,15,F,1997
8/21/2019,$7.75,87.28,3.05,9.74,53.99,67.43,50,55,14,F,2002
1/5/2017,$3.38,80.25,92.96,72.85,21.72,37.93,97,70,63,F,1997
5/28/2019,$9.07,37.78,21.67,34.42,91.08,1.55,62,48,3,F,2009
3/18/2016,$7.71,45.34,54.06,5.92,86.74,63.75,14,28,57,F,1995
10/31/2017,$7.51,24.51,74.37,79.77,69.12,64.38,65,55,2,F,2005
1/12/2019,$9.71,21.36,2.28,58.26,53.54,87.47,21,30,75,F,1993
5/7/2020,$6.32,26.0,8.86,96.22,34.18,54.65,26,33,75,M,2012
10/16/2017,$9.33,77.94,72.48,23.99,3.57,49.93,53,61,58,F,1996
12/1/2016,$6.23,88.12,26.56,4.49,69.07,24.53,51,22,62,M,2007
5/26/2015,$8.21,10.49,41.1,24.28,57.05,10.25,47,77,66,F,2010
10/30/2017,$5.20,15.4,17.11,18.75,72.88,31.84,71,20,33,M,2001
6/16/2015,$0.14,56.48,92.14,40.32,9.61,78.65,5,9,93,M,2002
3/9/2020,$4.75,86.0,64.55,68.39,43.17,68.13,98,83,85,F,2001
5/7/2017,$7.16,71.43,36.62,32.55,24.21,31.95,73,37,28,F,1989
3/20/2020,$0.62,85.22,71.44,13.17,10.8,78.29,66,7,22,F,2001
1/19/2017,$8.51,36.07,43.63,58.91,88.62,39.66,85,99,57,M,2001
10/25/2015,$8.06,86.18,11.98,61.42,87.74,95.74,6,60,15,F,2008
11/27/2015,$7.41,23.53,72.99,86.26,36.33,16.72,51,4,41,M,2001
6/17/2015,$0.72,5.36,86.1,51.09,6.92,10.06,44,55,16,M,1996
9/15/2019,$2.62,75.17,90.71,57.46,52.29,51.1,79,25,76,M,2007
11/22/2017,$3.03,39.89,77.48,63.0,26.13,77.27,24,87,89,M,1993
2/8/2019,$6.20,81.28,7.03,50.17,63.38,12.42,52,67,55,F,2008
1/9/2016,$7.59,31.93,4.53,55.42,89.03,25.6,28,8,68,F,1992
10/5/2018,$2.21,49.68,16.23,90.3,28.38,6.33,80,35,9,F,2007
8/16/2015,$5.14,45.22,34.93,92.43,37.3,75.5,43,70,30,F,1999
9/30/2019,$4.96,97.0,68.08,76.53,31.87,9.72,32,63,42,M,2010
2/9/2017,$6.55,38.59,34.05,31.96,39.08,43.94,13,88,7,F,2006
2/10/2020,$2.70,76.16,84.28,52.28,22.91,96.34,91,8,9,F,2004
5/7/2016,$8.06,63.63,41.57,92.88,47.51,76.27,26,23,14,M,1995
7/24/2019,$9.44,34.59,17.32,80.67,58.68,24.27,68,66,14,F,1987
2/28/2016,$5.40,30.87,9.7,97.29,8.85,5.47,71,24,50,F,2007
5/16/2016,$1.46,31.27,44.22,67.24,31.39,85.57,58,83,83,F,2012
10/3/2017,$9.35,29.38,24.73,42.6,73.02,13.89,32,80,3,F,1991
1/6/2017,$1.92,76.11,84.15,11.59,44.16,80.38,21,55,96,F,2008
8/17/2019,$3.01,91.31,11.5,62.89,90.17,52.25,29,31,6,M,1964
5/12/2018,$9.68,60.13,10.33,95.07,67.67,4.73,43,97,43,F,2008
3/1/2019,$3.09,52.34,98.51,56.9,54.95,26.62,26,73,20,F,2008
4/8/2017,$7.82,91.13,24.0,3.08,28.32,2.57,14,87,67,F,2012
12/11/2019,$1.41,17.26,25.26,16.2,97.43,51.78,35,70,75,M,2011
5/7/2019,$1.11,44.92,17.69,90.77,13.13,74.64,86,72,45,F,2012
1/31/2016,$2.09,16.21,21.5,90.5,41.34,32.29,67,17,58,F,2012
3/19/2019,$0.80,4.35,89.16,21.82,35.79,36.77,84,11,23,M,1995
6/26/2017,$4.22,70.37,28.97,15.34,64.81,30.38,93,28,41,M,1986
10/21/2016,$9.81,54.31,24.96,5.34,6.06,31.74,89,38,27,M,1993
8/13/2018,$8.84,59.53,12.24,11.28,60.87,99.26,25,50,9,M,2004
3/30/2015,$8.42,77.64,47.96,87.25,25.83,34.59,49,90,90,F,1994
3/26/2017,$8.79,90.39,48.64,86.97,92.84,56.61,9,38,39,M,1996
5/28/2017,$5.83,40.25,45.79,53.12,24.27,3.61,85,92,74,F,2003
4/7/2020,$6.62,97.79,81.59,27.42,39.35,81.49,17,12,69,F,1986
7/8/2015,$0.39,39.73,91.36,24.09,90.85,26.99,66,5,17,M,1992
7/30/2015,$5.96,54.36,54.72,83.21,49.17,14.78,69,30,58,F,1984
11/14/2019,$4.86,62.9,91.42,3.79,86.57,87.92,70,89,11,F,2010
4/10/2017,$2.42,41.24,88.71,55.17,81.53,95.69,87,65,78,M,2001
11/14/2018,$1.13,27.74,88.68,6.29,49.66,13.53,88,80,79,M,1997
3/28/2015,$3.63,34.1,97.15,84.25,57.54,58.62,62,24,17,F,2008
5/12/2016,$3.10,42.68,64.09,68.44,61.78,24.49,12,11,88,M,1997
3/28/2020,$3.45,59.13,81.67,77.73,76.79,21.66,14,82,11,M,1996
2/4/2018,$0.25,45.39,28.1,53.73,86.44,39.22,7,57,96,M,1998
12/9/2017,$4.14,22.86,26.9,34.9,52.76,77.14,79,99,62,M,1995
8/28/2018,$1.21,53.87,14.45,11.45,45.3,34.14,52,40,45,M,1997
4/22/2018,$2.91,69.67,31.66,88.89,44.55,57.65,33,40,88,F,2009
11/22/2018,$2.13,29.16,12.83,23.31,94.32,67.74,15,1,69,M,1992
3/22/2019,$7.63,83.78,60.82,59.98,40.73,32.48,89,99,92,M,2007
5/19/2018,$5.45,54.65,83.21,3.73,16.73,63.64,40,4,46,F,2010
3/21/2020,$6.79,12.13,81.18,91.77,61.05,53.48,3,45,13,M,1973
12/17/2019,$4.48,98.46,4.95,62.81,24.47,11.48,92,34,28,F,2009
9/13/2018,$4.41,19.57,37.31,42.73,57.89,34.93,67,18,84,F,2010
9/19/2017,$4.46,66.09,17.22,84.4,72.33,55.87,35,7,21,F,1996
8/7/2015,$8.40,58.79,40.48,53.24,88.06,70.35,89,15,40,F,2013
10/10/2016,$7.48,64.35,62.66,95.1,89.25,56.82,72,2,55,M,2006
4/26/2020,$5.07,36.31,58.23,38.31,18.58,59.18,7,11,80,M,2005
4/14/2015,$4.08,65.5,26.33,67.48,53.79,91.18,23,20,34,F,2011
6/23/2018,$8.60,25.45,87.9,65.39,78.72,53.97,61,54,40,F,1995
2/16/2017,$6.57,49.92,87.78,36.14,33.79,68.48,32,25,83,M,1992
3/17/2016,$7.75,25.21,59.54,36.75,53.53,13.77,46,81,52,M,1995
12/2/2016,$8.65,9.81,91.22,12.47,50.26,61.12,60,47,43,M,1996
8/14/2017,$0.17,4.96,85.06,12.34,34.54,34.86,23,78,24,M,2002
8/23/2017,$9.77,52.12,58.44,80.23,81.61,96.94,37,21,71,F,2002
9/8/2016,$2.38,86.99,85.08,82.7,99.58,57.21,34,29,46,F,2003
1/22/2018,$4.58,24.26,61.3,58.73,40.0,60.59,75,10,41,M,2010
11/2/2017,$9.44,52.27,75.14,46.28,24.78,47.75,49,32,50,F,2003
1/17/2015,$9.10,11.29,93.3,59.24,1.66,26.53,23,45,69,M,1993
8/26/2019,$4.07,16.59,94.58,6.26,41.72,44.09,51,83,18,M,1986
6/25/2017,$2.29,22.39,26.37,22.0,27.43,98.06,66,23,7,M,1997
5/1/2015,$8.31,69.58,53.84,53.5,99.84,59.98,73,65,61,M,1990
6/30/2015,$4.51,87.65,72.78,92.21,32.83,20.11,34,41,74,F,1992
4/26/2015,$4.35,62.63,76.47,45.52,24.13,58.86,28,55,100,M,2003
5/7/2018,$3.25,2.97,43.55,37.0,37.84,65.64,18,31,61,F,2006
10/13/2019,$1.81,15.91,24.5,77.09,41.84,98.79,26,29,79,F,2000
10/2/2018,$2.68,20.23,61.18,55.08,53.46,29.2,90,26,96,M,1991
10/22/2019,$9.21,73.12,99.21,29.82,71.62,64.14,71,39,29,F,2008
9/9/2018,$8.76,80.32,21.07,71.46,76.21,6.4,51,81,41,M,2009
2/16/2015,$8.99,97.69,40.15,97.68,12.38,74.2,17,94,99,F,2010
4/30/2017,$4.30,68.21,49.7,79.78,17.1,73.31,36,54,17,F,1994
2/15/2020,$6.17,65.0,57.07,67.53,19.86,21.04,26,44,26,F,1983
9/1/2019,$5.75,33.31,54.71,51.07,16.26,39.14,86,52,96,M,2006
4/22/2017,$1.44,53.85,63.51,82.95,85.36,88.31,24,64,59,F,2006
12/16/2016,$1.35,24.87,1.82,82.16,77.64,68.81,80,90,95,F,2006
3/19/2019,$6.46,59.83,90.77,65.16,13.0,9.56,30,11,17,M,1993
11/25/2016,$2.60,50.48,95.5,79.77,61.99,37.25,62,34,71,M,1987
8/29/2017,$0.90,85.94,41.21,69.14,28.0,61.26,26,70,38,F,2005
11/2/2018,$3.54,96.3,46.44,92.52,50.18,28.22,17,65,14,F,2004
9/23/2018,$6.99,59.29,78.14,23.08,10.42,94.44,56,76,45,F,1965
5/14/2018,$7.74,39.65,7.69,81.39,9.74,15.5,80,25,29,M,2010
5/21/2016,$1.72,17.92,97.33,40.11,51.99,12.98,61,83,90,F,2009
3/8/2016,$1.23,29.33,65.19,82.96,88.48,34.69,27,64,70,M,1987
7/14/2018,$8.94,10.93,36.58,86.2,1.48,86.01,70,12,81,F,2002
7/20/2019,$7.98,84.28,19.64,90.91,6.35,77.58,46,38,38,F,1992
3/19/2015,$9.30,39.18,14.97,21.0,20.03,77.44,93,60,15,M,2001
8/20/2017,$2.83,29.27,53.32,26.93,56.2,46.19,3,6,26,F,2006
12/11/2019,$3.37,5.74,66.08,67.22,63.08,35.57,88,81,21,M,2008
1/28/2019,$2.44,6.23,93.99,82.07,7.32,80.2,8,42,71,F,1995
1/21/2015,$1.69,90.03,72.01,18.19,50.91,21.34,56,28,19,M,2002
1/28/2015,$2.33,67.41,43.08,22.62,91.68,76.12,32,13,19,F,2005
4/20/2017,$0.62,47.98,67.55,53.04,96.66,49.63,93,15,58,F,2008
3/13/2020,$7.18,71.04,64.99,75.32,53.81,5.83,35,41,100,M,2007
7/26/2017,$5.30,23.83,48.91,13.85,66.01,31.88,77,85,11,M,2006
3/28/2015,$6.90,70.49,64.92,3.7,2.16,18.16,5,37,91,F,2011
4/5/2015,$6.51,75.87,53.13,10.87,82.22,29.66,34,51,57,M,1999
2/8/2020,$5.65,69.58,54.17,34.47,44.94,44.72,13,88,93,F,2011
2/11/2019,$8.18,92.28,58.98,18.22,2.83,60.23,86,65,8,M,2005
8/6/2017,$3.76,85.69,79.78,17.38,92.27,60.48,56,60,69,M,2010
10/10/2015,$3.47,52.15,37.25,68.43,13.1,72.87,2,60,26,M,2007
1/22/2018,$6.52,76.64,92.19,89.88,39.05,95.08,63,88,12,M,1997
5/2/2018,$2.60,95.28,63.42,78.36,65.21,3.72,90,9,76,F,2000
11/14/2018,$3.68,93.85,81.93,9.77,91.41,52.31,36,12,95,M,2010
10/13/2018,$0.26,64.74,28.16,22.04,23.39,55.76,52,24,20,F,1994
11/27/2018,$9.74,10.94,65.47,82.67,53.72,96.68,56,46,32,F,2011
1/27/2020,$4.56,33.75,86.68,62.18,78.66,59.9,85,33,83,F,1999
12/12/2018,$9.29,18.96,88.44,13.91,63.01,25.14,70,78,42,M,2011
11/7/2016,$1.21,27.51,55.59,40.76,52.74,41.02,72,3,99,F,2006
8/10/2016,$2.76,67.25,83.08,69.5,48.81,77.67,75,22,97,M,2004
6/25/2018,$5.68,20.71,39.24,29.25,68.13,6.13,93,2,92,F,2011
1/27/2019,$1.73,94.13,29.29,38.63,43.02,7.84,25,2,87,M,2006
6/16/2015,$3.55,85.39,33.25,50.3,63.54,18.34,31,20,32,F,2005
2/28/2016,$2.85,29.45,40.3,21.17,73.11,90.59,61,14,13,M,1997
5/10/2015,$8.00,36.45,28.42,41.74,34.78,16.98,90,77,10,M,1999
6/9/2016,$8.65,31.06,68.48,96.61,47.04,62.94,21,47,23,F,2001
2/25/2016,$5.63,76.43,90.91,50.12,25.78,70.68,60,32,18,F,2011
10/20/2016,$6.72,58.84,57.34,43.66,83.75,76.58,83,59,4,F,1993
1/4/2019,$6.51,69.89,86.44,83.0,15.56,8.37,12,13,9,F,2007
8/30/2017,$1.62,12.27,97.07,30.12,62.24,14.02,49,79,53,M,1998
3/30/2019,$1.42,30.7,92.48,92.32,92.52,64.74,73,94,38,M,2011
11/12/2017,$5.62,98.59,42.27,28.47,20.26,53.52,13,75,71,F,2007
3/9/2019,$9.32,65.16,95.22,47.84,38.18,83.2,21,38,56,F,2009
1/3/2020,$5.99,85.36,25.4,47.1,53.1,20.17,70,75,83,M,2000
1/30/2020,$8.92,3.02,67.18,17.24,53.39,41.57,90,2,3,F,2002
1/4/2019,$3.35,57.28,81.29,34.06,53.38,45.2,46,93,19,F,2007
7/5/2019,$3.36,79.99,56.65,92.33,30.78,64.03,21,67,28,M,1990
11/17/2015,$9.63,96.08,22.16,80.84,34.71,14.35,86,45,9,M,1993
8/24/2016,$2.45,46.98,96.69,27.61,43.42,43.82,55,46,36,F,1997
12/24/2016,$6.40,8.6,70.39,96.23,97.19,95.69,100,4,67,M,2002
8/13/2016,$2.88,76.78,81.6,55.57,7.14,81.55,31,19,41,F,2004
10/24/2015,$6.87,1.94,37.0,27.3,91.54,46.68,68,65,19,M,2004
9/11/2018,$7.55,49.63,63.79,94.04,97.0,67.29,92,97,24,F,1986
4/29/2015,$8.68,26.44,39.64,61.34,45.62,21.95,19,69,8,F,2007
4/14/2016,$9.76,83.88,13.23,14.7,81.9,82.99,8,51,62,M,1993
2/22/2015,$3.42,18.73,35.41,90.06,28.82,86.15,77,88,57,F,2010
5/12/2020,$8.24,28.35,29.75,86.66,42.75,99.92,43,72,65,F,1993
7/2/2019,$5.07,90.06,55.36,9.96,6.03,86.72,13,56,28,F,1995
12/6/2018,$2.77,21.81,20.37,81.33,54.76,10.93,21,36,49,F,2012
4/8/2017,$3.60,73.47,10.53,9.62,62.17,42.75,25,65,44,M,2008
12/4/2018,$0.94,60.79,20.78,68.76,71.61,56.35,9,44,89,F,1999
5/19/2017,$8.10,21.2,22.67,4.84,97.14,95.2,14,91,44,M,2000
7/7/2018,$3.84,28.63,59.92,18.63,4.96,77.47,19,55,59,F,1995
9/22/2015,$6.56,58.68,77.66,67.15,19.32,14.09,96,41,63,F,2000
11/11/2018,$1.37,43.02,11.31,90.41,4.43,51.39,50,26,100,F,1993
3/22/2017,$2.69,15.92,14.24,7.61,77.11,66.57,74,20,100,F,2009
2/25/2020,$7.92,76.25,55.01,11.11,78.11,83.21,5,90,81,F,1997
4/24/2015,$7.10,12.61,30.19,12.04,79.52,43.52,86,32,10,M,2012
6/17/2016,$0.63,83.81,34.44,36.88,58.24,72.66,25,81,54,F,1994
10/12/2015,$6.19,51.25,11.03,46.92,47.7,37.28,70,40,47,F,2004
10/27/2018,$3.72,74.64,55.25,7.97,75.58,15.68,69,7,2,F,2011
1/7/2020,$3.21,50.38,30.4,25.91,33.04,61.2,51,35,16,F,1987
7/17/2017,$1.93,91.54,47.28,70.17,20.36,3.68,81,84,2,M,1988
2/5/2018,$7.08,22.61,51.1,3.15,57.11,73.02,83,52,17,F,1990
1/30/2016,$0.89,2.49,73.55,94.74,17.63,68.33,86,64,13,F,1996
8/18/2016,$0.30,55.32,96.36,20.68,39.65,57.13,97,98,32,M,1993
5/31/2016,$6.93,75.87,68.49,67.19,96.4,81.94,48,38,2,M,1995
8/5/2018,$2.25,81.36,22.47,71.97,83.05,55.23,65,61,62,F,2009
10/16/2019,$7.73,86.59,14.27,98.62,26.98,95.16,73,93,42,F,2006
4/8/2015,$1.15,18.14,55.62,62.67,77.73,5.5,20,72,25,M,2001
5/18/2015,$3.15,21.91,89.63,64.36,55.16,82.31,72,95,90,F,2001
2/22/2016,$0.40,18.72,11.0,14.92,87.25,81.33,40,84,59,F,2000
9/23/2018,$3.06,3.85,21.59,52.28,92.36,77.48,92,29,42,M,1968
8/8/2018,$9.70,66.76,43.99,91.89,45.39,39.71,89,61,66,M,2007
5/2/2016,$7.68,19.82,30.14,78.08,47.1,89.05,25,80,29,F,2011
12/11/2019,$4.73,98.99,31.66,44.56,10.22,19.23,34,77,7,M,1995
4/6/2015,$9.14,71.57,14.88,74.63,99.21,94.23,62,36,24,M,2004
10/6/2016,$1.21,21.85,82.43,54.16,96.7,59.67,92,15,57,M,1966
5/29/2019,$1.99,26.87,13.13,30.31,86.59,5.87,99,60,60,F,2004
2/27/2015,$8.32,52.27,44.45,36.17,54.23,29.97,50,4,29,M,2010
5/24/2019,$4.34,20.24,53.86,51.87,70.86,71.12,77,3,74,F,1999
2/19/2019,$1.41,44.32,60.03,62.38,41.32,73.87,12,26,39,M,2004
12/27/2018,$0.56,45.77,75.43,99.76,64.33,82.89,64,63,92,F,2007
9/3/2016,$2.39,80.02,15.04,66.51,36.35,41.85,34,98,84,M,1993
11/21/2018,$9.26,70.14,92.77,40.84,38.58,21.19,97,57,8,M,2010
7/4/2016,$5.79,2.23,52.7,88.93,24.35,89.16,54,8,30,F,1993
2/22/2019,$1.57,24.65,93.35,10.89,10.34,52.36,25,54,95,M,2001
10/9/2017,$2.05,60.8,77.55,80.56,99.82,73.46,30,65,30,F,2007
3/21/2019,$7.28,50.44,23.3,78.18,62.09,77.01,32,39,98,F,2010
7/27/2016,$4.16,42.89,78.07,32.81,31.77,11.31,79,34,82,M,1988
8/5/2016,$8.38,95.52,5.22,74.58,60.44,58.66,26,32,13,M,2007
8/30/2019,$3.12,81.27,31.66,79.98,95.52,16.68,57,23,69,F,2001
1/3/2019,$8.44,52.88,81.41,44.93,8.67,16.61,88,44,94,F,1992
10/29/2019,$9.52,24.9,3.27,8.44,15.31,18.59,9,55,99,F,2008
5/22/2016,$4.82,73.77,94.95,78.35,75.4,98.01,37,79,55,M,2011
3/27/2018,$9.01,80.99,40.54,50.3,3.45,94.54,83,19,86,M,2008
3/4/2016,$0.46,65.31,92.94,9.34,10.19,1.85,45,16,42,M,2005
6/19/2016,$3.45,62.71,34.83,27.57,28.02,31.1,87,18,41,M,2002
3/8/2016,$2.30,26.77,63.93,89.92,78.33,96.01,99,45,28,M,2000
12/1/2017,$1.60,88.3,98.77,22.64,85.91,60.83,35,88,6,F,1995
4/10/2015,$1.47,20.49,1.48,68.33,84.78,32.52,24,66,91,F,2006
4/12/2020,$7.66,53.65,25.18,81.56,27.84,68.24,86,18,32,M,2007
8/16/2017,$0.94,12.75,46.45,99.55,63.81,50.86,35,2,54,M,1986
11/14/2016,$6.89,53.63,30.92,35.55,39.21,37.79,7,74,93,F,1986
7/16/2019,$7.60,65.51,87.22,85.97,37.76,36.32,7,25,90,F,2005
8/6/2017,$7.37,45.78,40.73,58.25,85.62,23.61,57,78,99,M,2011
4/3/2020,$0.71,70.99,73.26,80.35,42.29,1.64,92,65,4,M,2000
1/17/2018,$8.53,39.68,77.86,20.48,90.45,61.62,42,30,3,M,2002
5/15/2015,$4.91,25.92,52.77,45.29,59.91,73.5,27,90,82,M,2011
1/29/2018,$2.98,30.5,60.26,14.1,36.8,72.82,40,37,37,F,1993
3/18/2018,$4.70,41.32,24.07,93.42,62.44,64.99,9,50,49,M,2009
6/20/2015,$6.54,76.93,77.09,63.39,3.17,5.94,97,52,50,F,2010
5/6/2015,$2.70,51.68,27.82,82.46,24.95,45.97,12,19,5,F,1995
1/8/2015,$6.94,18.8,67.02,88.32,74.03,59.14,26,87,32,F,2005
1/29/2016,$4.07,70.61,11.73,64.04,19.93,85.4,46,45,87,F,1993
