MOCK_DATA (1)
date ,average_price,total_volume,PLU 4046,PLU 4225,total_bags,small_bags,large_bags,xlarge_bags,type,year
2/12/2019,$0.29,2.77,13.29,17.51,25.21,51,92,79,F,2009
7/1/2017,$6.03,14.48,26.22,56.29,61.56,74,76,54,F,2009
8/18/2017,$2.83,29.67,58.11,45.69,35.66,51,69,48,M,2006
8/15/2016,$1.61,40.88,59.85,45.15,13.88,55,34,43,F,2005
10/26/2015,$8.88,43.7,25.55,97.91,84.7,75,39,16,M,1995
4/25/2016,$8.64,24.96,31.21,77.88,16.0,28,5,27,F,2011
6/21/2017,$6.60,22.77,37.85,55.16,93.28,62,85,100,M,1990
1/30/2018,$7.73,92.44,60.05,76.96,99.62,5,59,30,M,1999
12/15/2018,$4.48,68.13,81.12,7.24,17.94,37,89,35,F,2011
3/8/2018,$8.52,56.46,18.42,62.7,35.85,23,96,99,M,1964
2/28/2017,$7.67,76.82,32.91,81.2,43.07,1,32,29,M,2009
5/16/2017,$1.36,6.05,85.2,44.56,70.01,50,85,64,M,2003
1/26/2015,$3.86,83.37,98.81,44.7,98.15,74,97,19,M,1997
12/8/2018,$4.82,15.41,32.59,79.38,8.95,10,10,1,M,1967
11/20/2015,$9.63,29.07,88.2,41.19,38.15,20,56,59,F,2002
3/8/2017,$1.23,53.12,2.76,71.23,38.72,42,52,14,M,2010
4/27/2017,$2.34,8.42,40.18,54.68,3.1,69,55,8,F,2003
1/22/2016,$4.06,2.28,42.7,65.45,90.35,67,74,82,M,1999
11/4/2016,$1.92,59.9,27.62,89.42,24.42,69,51,7,M,1992
7/18/2017,$5.10,88.83,64.54,42.23,27.34,80,93,8,F,1975
7/8/2019,$4.92,29.88,27.2,31.91,63.94,83,76,78,M,2007
7/14/2017,$8.16,73.81,98.45,21.56,65.48,81,67,57,M,2001
3/27/2019,$4.95,34.73,50.81,31.77,25.06,25,100,80,F,2005
1/25/2020,$4.21,94.49,54.54,48.96,79.49,56,57,3,M,1992
1/29/2017,$0.29,23.69,74.84,47.21,67.67,26,29,41,F,1995
11/4/2019,$1.92,97.35,49.73,31.17,77.86,47,28,75,F,2007
9/30/2017,$7.70,14.25,32.44,55.27,71.34,68,8,57,M,2005
1/14/2015,$2.55,29.25,47.1,5.02,5.41,30,6,18,M,2008
5/19/2016,$4.72,80.82,78.19,80.3,60.75,65,27,92,F,2013
11/3/2017,$9.26,71.34,32.77,78.9,64.4,58,38,78,F,2010
5/28/2016,$5.49,75.58,77.13,78.4,35.79,45,86,42,F,2009
12/20/2017,$7.71,11.59,18.11,93.21,14.75,88,59,15,F,1989
10/20/2019,$6.99,81.93,21.22,19.77,56.93,69,97,10,M,1994
5/13/2019,$7.68,6.29,74.74,53.72,59.38,98,80,47,M,1987
10/27/2017,$3.56,54.72,21.72,65.5,73.65,8,58,72,M,1990
8/12/2017,$7.79,78.03,55.67,16.68,47.91,91,3,40,M,1998
5/2/2018,$1.18,19.0,84.1,73.95,58.51,38,12,81,F,1987
4/27/2016,$7.45,11.4,75.88,83.95,19.87,7,34,82,F,1999
11/8/2018,$2.80,27.01,60.14,12.3,23.99,33,64,76,F,2012
4/4/2016,$4.87,92.69,10.2,47.22,75.94,36,3,59,M,1993
12/10/2016,$9.15,98.09,24.38,63.48,20.35,17,32,7,M,1994
2/11/2016,$1.99,49.62,79.84,3.85,96.87,78,16,23,F,1967
10/29/2018,$6.43,22.08,99.62,64.17,50.5,53,80,40,M,2000
1/18/2017,$8.97,41.4,97.36,56.94,11.47,99,45,81,F,1997
2/6/2020,$3.23,49.72,8.42,74.25,70.58,85,93,58,M,1988
1/18/2017,$1.21,73.48,29.62,94.43,50.19,95,1,9,M,2008
7/27/2015,$6.80,82.82,57.67,28.54,57.15,92,46,90,F,2006
1/10/2015,$0.14,74.52,7.52,66.61,18.44,55,92,15,F,2013
3/3/2017,$1.60,85.15,69.08,37.83,54.12,2,86,73,F,2009
1/3/2017,$9.68,61.5,37.3,15.89,55.68,55,1,32,F,2010
2/27/2019,$7.24,4.47,17.75,64.95,15.86,1,31,70,M,2003
12/27/2017,$3.30,78.4,33.76,14.01,33.24,33,13,76,F,2008
1/28/2019,$2.68,59.93,27.05,68.48,71.49,10,24,52,F,1996
11/7/2018,$2.63,13.31,75.51,80.37,15.27,14,60,51,M,1996
11/3/2018,$9.70,93.97,22.63,27.74,62.1,77,30,32,F,1994
5/1/2020,$2.85,62.98,97.31,62.7,22.0,96,19,69,F,2013
6/5/2017,$6.06,28.76,86.09,10.0,54.35,2,94,6,M,1992
9/27/2017,$7.07,12.12,50.03,5.91,22.04,68,22,24,F,1994
6/16/2017,$2.24,27.56,39.28,18.79,75.46,49,46,24,M,2009
9/23/2017,$1.22,6.55,25.25,17.01,42.23,29,26,88,M,1992
5/29/2015,$8.87,5.11,46.67,91.11,52.59,62,79,48,F,2003
11/1/2015,$8.33,71.33,90.24,54.03,73.83,3,27,86,F,2010
6/3/2018,$9.38,58.77,18.49,49.7,78.24,89,80,45,M,2001
9/10/2016,$5.45,75.22,84.18,77.46,73.42,50,84,56,M,1991
12/11/2016,$0.78,85.91,7.45,39.74,12.77,95,5,55,F,1995
6/12/2016,$3.52,49.87,64.18,50.44,39.04,72,47,1,F,2004
8/27/2018,$6.21,70.62,42.94,51.37,69.42,89,2,64,M,2001
2/9/2015,$9.15,73.04,24.99,51.04,53.83,74,41,78,F,2010
3/11/2019,$7.13,60.68,9.53,22.06,27.04,95,71,99,F,2004
2/7/2018,$6.31,82.87,81.54,86.38,12.21,47,74,96,F,2004
9/13/2017,$3.67,85.26,95.23,81.65,40.17,28,12,25,M,1992
11/4/2017,$1.25,17.3,82.8,85.96,65.08,62,21,83,F,1975
10/25/2015,$8.61,6.13,99.55,17.5,40.14,3,56,51,M,2006
5/27/2017,$8.91,99.57,99.47,70.62,69.4,49,58,100,M,2012
2/19/2020,$5.26,65.7,7.5,9.46,24.04,86,36,93,F,2004
11/1/2015,$2.86,78.98,21.89,30.0,15.46,47,5,76,M,1996
8/3/2017,$8.28,29.08,91.28,76.76,65.93,52,37,84,M,1987
3/20/2020,$4.92,1.1,12.18,85.34,80.05,75,9,23,F,1999
3/20/2019,$9.38,60.91,46.69,66.45,97.97,22,32,51,M,1964
11/22/2018,$8.26,46.95,97.11,1.07,19.29,31,65,90,M,2007
11/27/2015,$2.89,38.56,4.41,75.83,1.49,58,84,31,M,2000
5/20/2016,$4.81,45.83,36.47,52.81,6.87,5,87,45,F,2010
7/19/2016,$8.33,57.21,34.59,37.61,40.66,93,93,88,M,2012
3/27/2017,$8.80,95.33,11.42,58.85,7.44,73,27,77,F,2008
12/1/2017,$5.70,48.51,93.02,76.46,90.53,99,43,82,M,2006
7/30/2019,$0.94,26.03,73.98,92.97,76.06,31,44,28,M,1992
8/20/2016,$2.85,58.7,20.46,95.55,63.77,69,9,68,F,2011
10/29/2019,$6.99,38.37,42.8,30.85,21.62,78,67,69,M,2008
3/27/2016,$5.85,74.46,93.32,43.05,73.04,46,65,87,F,2012
5/23/2019,$6.76,72.67,4.77,69.24,63.07,19,67,36,M,1993
4/1/2015,$1.69,51.2,56.88,36.72,75.02,28,70,68,M,1999
12/6/2017,$7.54,69.76,68.81,48.86,6.4,31,78,5,M,1992
8/11/2017,$8.46,95.31,99.97,41.41,4.98,58,80,26,F,2012
12/25/2016,$1.08,72.83,36.47,12.06,11.42,85,52,59,F,1996
2/25/2017,$3.57,94.29,61.15,35.08,84.77,91,98,1,M,1987
2/15/2019,$1.57,83.53,13.68,20.47,34.46,5,58,45,F,2001
6/25/2015,$6.19,99.17,59.96,72.46,21.63,20,26,92,M,1993
8/24/2015,$4.99,65.92,75.2,28.36,22.02,5,48,80,F,1993
12/25/2016,$7.93,25.36,74.57,30.38,89.6,61,32,69,F,1994
4/12/2020,$0.27,64.2,84.25,39.47,58.26,99,77,94,F,2003
10/8/2017,$2.83,65.51,96.41,20.84,45.06,22,48,85,F,2010
1/9/2017,$1.35,71.48,3.15,16.17,5.68,51,22,21,F,2008
4/24/2016,$7.79,9.08,75.64,37.75,50.27,33,83,58,F,2008
5/27/2018,$5.29,86.16,49.88,21.92,4.22,36,27,64,M,1993
3/11/2016,$3.68,56.14,9.97,19.68,22.49,43,71,64,F,2012
12/8/2016,$7.76,51.32,99.34,61.21,42.49,35,89,64,M,2005
6/20/2015,$9.39,43.93,13.86,28.16,93.03,27,99,20,M,1997
8/13/2019,$6.70,64.31,4.96,95.09,38.83,60,28,25,F,1993
11/24/2015,$5.44,67.87,79.84,74.78,42.66,83,21,64,F,2000
6/15/2018,$2.85,79.35,24.27,45.63,29.3,70,69,2,F,2010
3/3/2017,$6.61,68.36,95.57,16.44,92.69,30,7,92,F,1972
6/16/2017,$2.80,63.58,79.14,29.77,53.5,49,28,89,F,1964
11/21/2016,$3.98,95.75,29.56,40.33,80.94,71,74,12,F,1993
6/1/2017,$7.56,6.89,93.78,12.81,44.32,99,92,27,M,2010
6/28/2019,$2.35,23.61,90.15,79.19,40.14,18,75,74,M,1995
5/8/2016,$5.89,51.02,74.28,29.96,15.93,30,43,74,M,2004
5/25/2015,$6.73,46.08,34.45,43.24,80.9,53,14,17,F,2008
3/12/2019,$2.73,29.77,7.42,88.64,79.58,19,44,60,M,2006
4/20/2016,$4.68,63.46,68.95,80.13,65.28,39,19,37,M,2006
1/14/2018,$3.61,1.07,67.18,56.53,32.56,41,95,80,M,2001
10/29/2016,$0.43,91.0,42.91,72.25,75.7,84,58,8,F,2001
3/28/2020,$4.02,54.2,64.6,27.91,28.43,7,56,7,F,2010
10/20/2019,$1.62,76.15,56.37,70.96,60.18,28,69,87,M,2004
2/15/2016,$6.30,32.15,40.39,3.32,15.41,26,80,27,M,1997
1/21/2018,$6.26,56.56,9.01,46.44,50.67,79,48,6,M,2010
4/11/2017,$9.39,32.22,55.31,31.89,48.17,38,28,1,F,2002
4/18/2019,$1.21,19.34,67.8,19.18,51.92,2,77,57,M,1996
11/12/2019,$2.61,17.35,10.79,21.26,28.77,48,4,36,F,2004
10/5/2018,$1.79,22.97,47.73,10.05,73.01,3,15,74,M,1995
10/22/2016,$5.30,6.04,94.79,77.59,93.85,76,89,59,F,2005
12/23/2017,$7.21,39.34,68.53,99.07,27.19,32,48,26,F,2003
2/7/2018,$2.56,4.71,12.26,41.3,96.82,82,19,88,M,1995
12/7/2015,$6.02,83.78,9.72,20.64,8.23,45,88,23,F,2006
11/11/2019,$8.23,80.37,63.11,55.82,98.05,37,54,29,M,2004
4/23/2020,$7.23,93.38,5.28,35.12,48.01,88,59,81,M,1999
2/7/2017,$6.13,29.99,16.76,26.18,25.33,37,71,52,F,2002
5/25/2015,$2.27,18.34,1.57,26.91,53.49,50,92,31,M,1999
5/31/2019,$7.64,55.12,34.52,58.82,56.11,2,79,91,M,1994
6/13/2019,$4.17,98.39,42.23,97.99,57.89,61,29,80,F,2011
1/13/2017,$1.50,53.73,77.61,41.48,16.47,12,69,49,F,2010
8/31/2015,$5.08,41.73,6.16,67.32,38.49,91,14,64,F,2000
4/12/2017,$4.82,49.3,62.77,4.51,37.72,62,92,46,F,2003
6/3/2019,$6.33,5.4,94.99,83.78,52.75,58,41,94,M,1999
9/14/2018,$1.80,67.9,91.63,46.19,51.21,21,83,81,F,2004
8/7/2015,$9.50,73.44,71.14,17.03,20.2,9,25,59,F,1999
12/26/2018,$8.02,89.81,3.32,99.73,24.19,65,15,17,M,1989
3/23/2020,$5.24,86.59,78.96,77.92,20.94,34,23,60,M,1991
3/17/2017,$1.95,94.36,61.44,14.33,94.4,61,89,77,F,2010
2/28/2016,$4.37,52.46,54.08,47.44,9.57,27,75,73,M,2007
5/12/2017,$5.67,21.59,22.66,99.21,61.26,3,62,90,M,2003
3/11/2020,$2.72,6.35,57.01,48.59,88.04,54,71,31,F,2005
8/11/2019,$6.59,97.4,83.07,35.99,55.75,32,18,49,F,1986
1/10/2017,$5.70,46.83,48.56,76.35,46.9,78,30,14,M,1997
2/27/2018,$8.74,98.39,45.08,80.04,21.95,96,29,88,M,2006
5/15/2019,$3.97,19.0,10.43,90.56,94.11,87,78,80,M,2012
12/30/2019,$1.57,74.59,58.89,12.72,12.33,87,91,12,M,1992
4/10/2015,$9.70,31.32,67.66,75.17,36.21,42,50,76,F,1993
4/28/2015,$6.88,37.32,1.72,57.75,99.06,24,99,96,M,2010
1/3/2018,$2.02,78.71,31.56,3.36,8.14,15,61,50,F,1987
6/16/2015,$4.16,7.08,12.66,27.21,25.89,67,32,12,F,2006
9/30/2018,$2.85,27.65,53.21,91.76,49.34,59,76,48,F,2005
3/17/2020,$7.02,32.09,80.7,49.9,74.17,7,77,72,F,2003
11/21/2019,$9.96,60.97,6.66,97.53,67.65,64,88,18,M,1993
5/22/2019,$6.56,98.08,20.91,72.06,8.62,15,67,34,M,2002
4/1/2015,$3.06,65.93,90.91,70.2,44.41,77,63,66,F,2003
4/16/2015,$7.20,41.41,48.95,27.3,10.42,28,32,31,F,2012
9/23/2015,$7.15,17.77,43.48,47.09,73.94,57,24,25,F,1993
7/25/2017,$1.52,9.13,7.3,19.18,70.9,13,69,16,F,2005
4/19/2020,$5.30,76.07,77.0,44.19,35.25,6,99,51,F,1988
1/5/2020,$8.17,5.82,18.49,65.75,29.97,13,80,76,M,1993
1/22/2016,$0.65,76.14,73.71,90.94,85.32,59,3,26,F,2009
4/6/2018,$3.28,98.62,32.83,45.12,16.5,68,51,33,F,1992
10/12/2016,$9.07,24.84,49.52,18.28,14.38,71,5,24,F,2002
12/27/2016,$9.13,5.28,1.1,78.08,66.75,78,69,80,F,2009
5/31/2016,$7.49,64.99,86.12,25.68,63.56,99,87,37,F,2007
8/23/2015,$0.19,32.35,67.0,20.62,70.25,7,7,40,M,1993
11/16/2019,$1.22,72.05,88.04,94.41,19.71,11,34,56,F,2003
1/19/2020,$4.23,19.83,94.77,89.46,50.19,69,34,52,M,2007
6/23/2018,$6.44,83.0,83.73,1.93,12.53,57,60,100,M,1963
8/7/2019,$4.22,32.3,48.68,32.06,76.68,66,42,42,F,2003
1/30/2017,$2.16,95.97,24.04,65.39,38.99,6,22,70,F,1988
8/5/2017,$3.71,84.13,50.9,37.4,95.99,6,80,34,F,2005
11/2/2018,$8.34,70.68,50.96,28.27,45.7,17,77,75,M,2003
4/26/2016,$8.35,99.63,33.84,73.51,12.94,96,34,79,F,2006
5/14/2015,$0.53,66.43,56.82,66.66,6.03,92,55,98,F,2003
2/5/2020,$1.77,36.26,25.97,67.57,55.85,1,55,63,M,2012
4/12/2015,$2.68,52.16,42.33,62.66,12.5,93,52,67,M,2008
12/29/2018,$5.76,36.32,78.91,88.66,74.31,17,66,3,F,2000
12/28/2019,$0.31,54.46,66.44,51.57,7.2,60,16,73,F,2008
4/5/2020,$2.81,35.58,39.74,37.75,19.3,17,67,34,M,2010
1/20/2020,$7.98,50.7,15.62,79.53,26.16,41,14,8,M,1996
8/6/2015,$8.27,49.49,47.87,71.4,28.77,100,68,58,F,1999
11/19/2018,$9.40,54.28,20.26,35.06,73.29,1,10,87,F,1986
2/10/2015,$8.48,90.34,20.36,56.97,85.53,18,6,57,M,2005
6/6/2016,$3.73,59.38,61.6,78.16,67.1,60,91,42,F,1989
2/29/2016,$9.87,78.6,66.86,26.36,76.78,15,51,61,F,2009
2/1/2016,$0.86,66.15,50.04,32.82,14.56,5,41,24,F,2011
2/26/2018,$3.60,31.29,35.44,11.76,25.46,4,52,6,F,2006
11/9/2017,$6.08,25.01,61.97,21.58,34.83,83,54,77,F,1988
12/27/2017,$9.81,41.82,35.14,90.01,51.25,4,28,73,M,2010
4/9/2015,$1.73,54.12,95.94,18.31,39.5,28,18,27,F,1985
4/4/2016,$9.60,49.41,27.81,84.74,14.4,67,100,55,M,2005
3/17/2017,$9.39,35.75,61.74,45.29,20.36,61,4,62,F,1992
5/16/2019,$9.86,62.47,87.44,49.55,27.53,52,55,86,F,1993
7/13/2016,$6.10,79.17,23.23,29.88,94.16,93,4,70,M,1993
6/19/2015,$5.09,28.24,80.46,65.16,89.57,72,84,17,F,2005
7/2/2015,$3.61,10.19,50.4,69.14,53.44,70,14,47,F,2002
1/19/2017,$4.89,47.5,75.56,77.81,51.28,92,16,33,F,1993
6/18/2017,$7.27,82.73,86.02,98.0,48.56,20,28,95,M,1998
2/13/2016,$3.62,69.49,95.06,40.42,9.07,18,89,22,F,1967
2/9/2017,$7.68,8.61,93.49,1.36,10.31,58,78,46,M,2013
10/7/2015,$2.42,89.77,3.03,46.85,60.97,27,59,81,M,2012
9/8/2018,$2.15,98.53,2.47,7.45,54.51,39,40,85,F,1994
8/7/2017,$7.34,92.51,16.67,83.05,29.29,24,83,75,M,2009
8/17/2018,$9.34,56.59,15.92,76.68,23.43,24,38,94,F,1999
9/19/2017,$1.84,78.01,64.8,64.92,94.7,11,23,87,F,2005
11/28/2015,$9.43,3.01,83.68,76.12,27.96,15,86,91,M,2006
7/28/2019,$5.18,39.01,29.46,87.64,94.21,5,30,43,M,1985
11/29/2018,$5.78,87.61,11.11,1.64,51.08,1,4,50,F,1992
5/6/2015,$7.66,9.41,98.17,27.91,49.07,24,88,68,F,2008
6/5/2017,$8.48,48.71,42.91,64.44,90.87,2,41,96,F,2003
10/20/2015,$2.97,45.84,60.69,62.03,59.23,49,53,56,M,1996
12/5/2016,$7.99,58.65,27.51,54.44,8.24,42,73,80,M,1997
3/26/2018,$4.81,23.38,65.02,61.41,92.93,79,11,11,F,2004
4/24/2016,$1.94,49.36,90.41,3.62,12.64,5,27,79,F,2006
4/4/2015,$7.15,25.76,74.95,70.68,98.93,38,95,27,F,1999
10/3/2017,$9.29,48.22,71.45,55.85,16.67,100,42,40,M,1991
5/13/2017,$3.13,9.07,98.86,27.24,67.77,65,55,24,F,1986
8/7/2017,$0.49,88.45,62.08,72.69,62.96,39,69,3,F,2004
6/16/2019,$5.19,25.67,7.91,87.11,31.14,90,91,13,F,1999
5/15/2020,$9.11,87.5,57.32,69.67,1.83,90,93,41,M,2008
5/29/2017,$3.19,7.5,29.09,10.07,26.07,64,37,32,M,2006
12/23/2016,$5.94,72.42,67.89,13.05,33.83,71,76,60,M,2005
3/27/2017,$4.48,10.15,7.7,42.21,41.72,37,81,25,F,1987
8/3/2017,$3.66,72.98,82.51,65.35,38.53,73,50,51,M,1999
6/24/2018,$6.63,74.21,63.6,43.72,47.95,71,81,32,M,1992
1/20/2019,$7.21,96.81,89.72,89.37,39.67,49,31,85,M,2010
11/3/2016,$9.89,9.45,18.34,31.46,11.13,50,5,54,M,2012
5/8/2016,$8.13,13.79,74.95,72.33,15.43,80,25,67,F,2011
11/20/2018,$6.53,53.66,66.72,40.06,28.69,36,75,66,M,2000
3/13/2015,$0.17,19.45,81.98,43.59,24.22,98,1,61,F,2001
4/5/2016,$4.04,30.55,81.55,98.48,92.03,17,91,97,M,2008
6/22/2015,$1.65,58.98,32.94,32.82,13.42,65,4,62,M,1992
1/9/2016,$0.89,24.13,1.09,25.21,51.11,7,7,20,F,1995
9/13/2018,$5.94,95.91,91.17,18.04,35.45,25,62,100,F,2002
12/8/2015,$3.55,88.61,53.17,58.2,27.34,59,76,15,F,2001
3/20/2019,$6.72,40.11,32.84,69.6,24.18,84,9,71,F,2000
8/25/2018,$0.05,90.34,63.14,35.1,51.11,98,81,49,M,2005
2/19/2015,$6.19,50.95,45.79,65.66,61.28,78,97,72,M,2004
7/10/2017,$2.37,82.22,77.57,47.71,95.51,5,92,35,F,1992
12/23/2017,$4.66,96.12,14.58,40.78,52.84,80,14,4,F,2012
8/23/2017,$4.31,25.77,48.34,67.25,90.97,43,50,58,M,2004
10/19/2017,$8.89,27.8,84.05,93.83,70.97,24,7,34,M,1994
4/17/2017,$9.00,88.84,31.15,43.85,78.08,49,89,89,M,2006
2/16/2018,$0.93,17.09,14.26,21.21,50.73,27,62,63,M,2000
12/26/2019,$5.83,24.72,57.81,24.48,54.07,91,11,20,F,2006
4/22/2020,$9.53,87.88,22.01,24.94,36.2,58,13,64,F,1966
9/18/2018,$2.36,27.18,77.22,71.95,48.99,63,88,40,F,1998
11/7/2017,$5.76,59.45,34.29,42.99,62.02,45,47,100,F,2012
1/11/2020,$0.57,31.16,82.19,40.05,12.14,8,54,77,F,1992
2/18/2020,$2.72,90.36,85.31,90.39,5.12,92,83,88,F,2000
6/19/2017,$0.54,12.47,67.0,92.25,57.59,57,86,82,M,2010
1/10/2015,$6.16,13.26,13.03,66.63,18.28,49,45,99,M,2007
11/3/2016,$3.43,9.83,89.99,67.87,65.72,83,43,63,F,2002
1/2/2018,$6.22,74.78,56.85,70.99,12.48,42,37,61,M,2002
12/1/2017,$7.13,88.72,14.93,3.51,44.64,7,84,39,F,2010
5/20/2016,$3.53,23.01,30.91,42.45,60.13,31,59,17,F,2008
3/9/2017,$1.27,82.08,95.5,63.17,37.05,26,60,37,F,1973
1/31/2019,$9.34,5.54,40.17,5.32,27.38,75,82,53,M,1989
2/19/2017,$5.73,66.55,71.72,40.7,32.95,39,41,98,M,1985
2/8/2020,$8.53,96.85,71.57,8.1,51.51,31,48,92,F,1997
9/8/2015,$9.12,22.54,48.64,63.53,19.02,4,30,55,M,1989
5/12/2016,$6.80,87.27,49.96,4.26,94.29,48,56,84,F,1999
12/17/2018,$3.35,23.84,55.87,37.55,4.15,63,12,55,M,1961
3/20/2017,$0.67,37.39,30.68,19.38,75.94,93,42,74,F,2000
1/5/2018,$9.76,29.87,32.26,98.59,83.59,66,77,41,F,1994
5/20/2018,$7.94,21.05,68.78,44.36,21.3,97,60,85,F,2009
3/31/2019,$5.07,64.9,11.37,17.92,67.61,55,99,48,F,1996
11/27/2015,$3.70,56.86,48.86,77.24,26.1,49,74,7,F,2007
12/10/2017,$9.09,71.4,34.18,9.58,83.76,17,3,23,M,1994
5/14/2020,$9.31,97.41,28.74,69.09,28.6,26,27,87,F,1994
5/4/2015,$4.12,88.59,95.09,39.44,51.61,22,94,69,F,1986
2/12/2015,$5.19,85.86,12.6,42.51,15.35,66,82,6,F,2008
10/26/2017,$2.52,69.01,83.53,91.38,5.52,42,56,23,M,2011
7/12/2018,$3.93,30.75,73.21,82.39,4.01,2,99,71,M,2003
3/10/2015,$0.62,73.97,63.56,19.57,39.4,51,28,96,F,2011
2/8/2020,$2.19,33.47,58.79,89.58,42.14,48,87,97,F,2002
4/23/2019,$5.38,28.71,65.88,26.8,74.14,23,16,35,M,2008
5/4/2018,$1.77,68.64,42.5,32.68,95.95,62,17,44,F,1995
11/29/2015,$1.58,73.19,83.25,68.95,79.28,50,45,67,F,2009
6/28/2019,$3.58,65.82,8.2,50.58,40.01,7,84,41,F,1996
10/27/2017,$8.20,42.48,15.14,12.79,57.39,27,66,16,F,2008
4/4/2016,$9.35,87.54,87.97,86.12,42.12,27,92,98,F,2012
9/7/2017,$5.62,86.08,37.27,11.04,19.22,12,91,100,M,2008
10/24/2018,$6.10,37.11,93.45,85.66,51.57,58,64,83,F,2011
9/3/2017,$6.81,50.7,67.0,88.09,90.37,62,75,45,M,2002
9/9/2015,$6.05,35.17,47.21,1.82,79.72,55,15,39,M,2011
7/2/2019,$5.39,43.73,94.86,31.17,19.01,86,87,66,M,2003
7/23/2019,$8.24,31.32,32.8,24.11,34.94,58,16,57,F,1985
10/20/2019,$5.72,58.83,72.91,10.22,92.29,22,52,27,M,1972
3/5/2016,$1.20,44.73,42.6,52.24,68.62,9,99,81,M,1993
4/14/2015,$4.03,82.46,34.05,77.49,36.27,98,56,77,M,1992
1/29/2015,$6.78,52.87,72.18,13.31,52.67,34,65,97,M,2004
7/12/2016,$0.38,45.68,47.47,3.61,81.87,52,84,16,M,1990
5/16/2020,$6.09,5.71,75.14,77.74,72.98,42,42,45,M,2000
11/27/2016,$9.72,51.16,74.76,92.71,77.57,55,98,89,M,1994
2/11/2018,$9.80,14.94,1.48,29.34,37.09,71,20,61,F,1993
7/13/2017,$0.02,7.46,55.99,96.32,8.59,61,40,59,M,1992
12/31/2017,$8.92,69.64,59.9,37.67,82.02,47,13,31,F,2002
2/7/2018,$4.14,77.85,61.37,44.58,4.87,68,62,2,M,2012
10/3/2016,$7.74,12.08,56.78,12.18,63.52,48,24,60,M,1997
1/15/2019,$4.13,61.94,7.67,13.33,52.21,93,30,92,F,2003
11/27/2015,$3.95,60.04,73.2,97.77,81.58,49,61,50,M,2008
8/19/2016,$6.84,95.17,34.35,20.43,31.17,72,92,93,M,2012
2/2/2018,$8.86,61.56,37.56,75.4,50.07,86,48,100,F,2006
5/15/2015,$9.75,74.22,89.75,77.77,92.05,12,47,27,F,2003
8/15/2017,$1.48,35.33,67.19,65.77,29.04,32,1,99,F,1998
9/26/2018,$8.74,7.53,31.06,33.69,79.85,41,39,56,M,1996
8/11/2016,$3.84,28.21,71.02,90.93,94.42,67,60,7,F,1986
6/14/2016,$2.04,10.01,32.04,82.04,99.83,96,61,47,M,1992
2/18/2016,$5.26,26.72,10.29,13.92,3.27,91,94,62,M,1985
4/24/2015,$9.78,27.23,90.2,31.14,17.56,63,65,85,F,1989
12/14/2017,$3.98,86.12,80.38,37.97,16.03,57,39,82,F,1999
5/10/2018,$1.73,65.84,65.78,44.65,33.45,23,81,53,M,2005
9/27/2018,$0.30,85.34,4.36,99.21,42.44,19,96,78,F,2007
2/7/2017,$8.88,98.46,42.48,4.87,91.53,41,72,97,F,2010
7/12/2018,$8.03,33.09,82.41,29.13,59.45,74,48,2,M,2011
6/1/2015,$9.67,35.23,12.25,66.88,85.03,14,54,43,F,1997
5/8/2015,$9.21,27.84,54.73,26.12,84.89,87,12,50,M,1996
6/27/2016,$4.93,21.37,54.59,10.63,78.81,41,45,92,M,1989
7/23/2018,$5.56,70.71,32.21,59.21,44.36,17,25,38,F,2004
2/15/2020,$4.21,29.28,4.28,11.05,76.96,84,60,18,M,1984
1/8/2019,$7.26,58.9,71.07,89.62,71.94,45,78,5,M,2001
3/28/2020,$6.32,21.7,66.31,81.97,83.72,5,5,29,M,1983
10/17/2016,$3.49,81.33,34.37,6.93,50.89,83,49,96,F,2007
10/30/2016,$6.44,60.06,60.24,60.34,62.06,30,83,5,F,1992
4/6/2018,$2.86,52.45,10.92,93.57,38.36,87,19,95,M,2004
1/21/2019,$3.06,48.41,44.42,23.96,57.77,77,72,52,M,2005
2/28/2018,$3.71,60.64,88.41,73.43,68.43,41,92,36,F,1999
9/20/2017,$5.78,92.99,79.29,51.05,93.58,2,20,79,F,2004
3/6/2018,$8.48,30.6,15.95,42.41,57.11,42,77,91,M,2003
5/12/2019,$6.14,5.07,95.93,78.75,48.48,59,36,82,M,2008
12/1/2015,$7.68,61.95,65.23,63.69,81.52,95,15,83,M,2002
1/31/2018,$3.22,24.5,4.67,21.47,81.8,51,30,81,F,2011
11/6/2019,$4.48,2.93,12.84,85.66,24.58,89,6,56,F,1993
2/3/2017,$3.81,48.62,23.77,68.37,52.68,19,45,51,F,1960
9/21/2015,$1.06,50.88,9.64,93.29,30.25,77,45,70,M,2001
6/14/2015,$3.38,13.02,86.97,48.49,85.83,43,97,47,M,1997
5/21/2017,$8.61,7.9,95.59,23.37,13.57,38,10,71,F,2005
10/20/2019,$1.11,83.98,92.88,74.46,79.97,48,10,50,F,2009
5/13/2015,$1.84,52.91,93.6,71.07,89.12,88,87,71,M,1997
5/22/2018,$3.54,86.91,74.55,51.88,18.81,49,3,71,M,2008
11/3/2019,$5.10,15.12,97.0,66.06,69.67,52,82,1,M,2007
5/10/2019,$8.78,31.69,66.69,32.27,74.47,63,92,1,M,2008
5/7/2017,$8.71,1.08,58.4,83.64,82.44,35,36,19,M,1995
5/31/2015,$1.44,14.73,51.93,12.61,27.51,57,87,60,M,2001
5/6/2018,$7.41,82.0,50.73,75.12,84.44,93,34,49,M,2009
